time,temperature
0.0,0.08760973226842596
0.0101010101010101,-0.02678267031158709
0.0202020202020202,-0.6136527859379338
0.0303030303030303,0.8066526780284901
0.0404040404040404,-0.21823431090776044
0.0505050505050505,0.5059388728520368
0.0606060606060606,0.6168596980202536
0.0707070707070707,0.8638476346362531
0.0808080808080808,0.12847709416236577
0.0909090909090909,1.0439121376482035
0.101010101010101,0.521871569543652
0.1111111111111111,0.42116504942507166
0.1212121212121212,0.3361911357157634
0.1313131313131313,1.5230791189208421
0.1414141414141414,0.9806691682098772
0.1515151515151515,1.0775242077900644
0.1616161616161616,0.8560361832849616
0.1717171717171717,1.4903682503548445
0.1818181818181818,1.133138769592704
0.1919191919191919,1.1086156989988447
0.202020202020202,0.8084110452418815
0.2121212121212121,1.5034155278456194
0.2222222222222222,0.8074941177805335
0.2323232323232323,0.7268007661935941
0.2424242424242424,0.3724830335809441
0.2525252525252525,0.8140790194360773
0.2626262626262626,0.9598733273082595
0.2727272727272727,1.2423622099315264
0.2828282828282829,0.6060463830044719
0.2929292929292929,1.9327480071576595
0.303030303030303,1.638945633311432
0.3131313131313131,1.6023821928718882
0.3232323232323232,1.2377328567517378
0.3333333333333333,0.7515618305240603
0.3434343434343435,0.5058775858436142
0.3535353535353536,1.9987715874651357
0.3636363636363636,0.7649615897154468
0.3737373737373737,0.5360717213388247
0.3838383838383838,1.686232889543539
0.393939393939394,0.7961887690885139
0.4040404040404041,-0.36318460408894415
0.4141414141414142,0.20747146873155026
0.4242424242424242,0.6430762796173933
0.4343434343434343,1.5416484076682706
0.4444444444444445,0.18209051568067802
0.4545454545454546,1.3983555132618195
0.4646464646464647,0.818756413156108
0.4747474747474748,0.028982476723963296
0.4848484848484848,0.5339253893507436
0.494949494949495,-0.15921036740178215
0.5050505050505051,0.23014895473427635
0.5151515151515152,0.2758887840034432
0.5252525252525253,-0.5227837458988108
0.5353535353535354,-0.5883998594662926
0.5454545454545455,0.07559311360344088
0.5555555555555556,0.2023143281791012
0.5656565656565657,-1.017656746539104
0.5757575757575758,-0.37713822622092447
0.5858585858585859,-1.0476590825165109
0.595959595959596,-0.4192446423237846
0.6060606060606061,-1.4423865380558583
0.6161616161616162,-1.15458820450743
0.6262626262626263,-1.1352797980911735
0.6363636363636365,-0.8311899219606952
0.6464646464646465,-1.2211078583455042
0.6565656565656566,-0.21000208376494905
0.6666666666666667,-0.4347754977006824
0.6767676767676768,-1.4777884038370817
0.686868686868687,-1.401971173891259
0.696969696969697,-1.2931260073014388
0.7070707070707072,-0.7284691291944069
0.7171717171717172,-2.0213231893113752
0.7272727272727273,-2.2786031862972713
0.7373737373737375,-1.5652007171554478
0.7474747474747475,-0.3242029351470473
0.7575757575757577,-0.9808868649254429
0.7676767676767677,-1.285002166202384
0.7777777777777778,-0.8142036419566322
0.787878787878788,-1.3347056357205462
0.797979797979798,0.5173308839292475
0.8080808080808082,-0.8710559261034199
0.8181818181818182,-0.8724030429292795
0.8282828282828284,-1.4093227797722174
0.8383838383838385,-0.9663855836416516
0.8484848484848485,-1.4654268370838637
0.8585858585858587,-0.42015815163304865
0.8686868686868687,-1.1647000471618585
0.8787878787878789,-1.3988128510210576
0.888888888888889,-1.7337822226939001
0.8989898989898991,-0.7415743106188262
0.9090909090909092,-0.9687625177274318
0.9191919191919192,-0.18461434239833754
0.9292929292929294,-0.1030847740544405
0.9393939393939394,-1.536944293908185
0.9494949494949496,0.15430188494289726
0.9595959595959596,-1.150001742921317
0.9696969696969696,-0.1296657079808239
0.97979797979798,0.5410472389557061
0.98989898989899,-0.047389819361362044
1.0,0.30751620006503183
